cpu_usage,memory_usage,net_io,disk_io,cloud_provider,region,vm_type,vCPU,RAM_GB,price_per_hour,latency_ms,throughput,cost,utilization,target
95.05,71.43,199.23,550.52,2,1,0,1,1.0,0.012,218.36,1775.43,0.018,83.24,2
92.8,68.52,90.69,953.07,0,1,2,1,1.0,0.0116,211.12,1552.24,0.0174,80.66,2
49.04,91.89,219.79,967.67,2,2,0,1,1.0,0.012,232.19,1380.16,0.018,70.47,2
26.56,78.08,263.37,303.21,0,0,0,1,1.0,0.012,243.22,1052.06,0.018,52.32,0
34.2,43.16,452.91,699.82,0,0,2,1,1.0,0.0116,259.01,846.26,0.0174,38.68,0
83.05,36.45,250.85,754.32,2,1,1,1,3.75,0.0475,247.06,1137.32,0.1366,59.75,0
27.28,70.0,330.52,642.22,1,2,0,1,1.0,0.012,282.88,916.63,0.018,48.64,0
61.03,76.46,445.33,463.73,2,0,1,1,3.75,0.0475,243.15,1313.52,0.1366,68.75,0
99.11,38.07,202.99,171.05,0,0,0,1,1.0,0.012,215.02,1352.18,0.018,68.59,2
79.65,64.17,451.64,499.04,0,1,2,1,1.0,0.0116,244.21,1503.95,0.0174,71.91,0
37.8,43.19,396.38,829.84,1,1,1,1,3.75,0.0475,265.28,803.47,0.1366,40.49,0
46.57,93.39,369.69,477.03,1,0,2,1,1.0,0.0116,221.46,1401.38,0.0174,69.98,2
70.37,60.44,99.95,502.35,2,1,2,1,1.0,0.0116,245.67,1302.08,0.0174,65.41,0
91.39,83.57,390.67,150.04,2,0,0,1,1.0,0.012,203.03,1836.97,0.018,87.48,2
89.21,68.58,289.83,391.9,0,2,1,1,3.75,0.0475,233.38,1517.42,0.1366,78.89,2
17.63,82.69,397.16,923.62,0,1,0,1,1.0,0.012,254.2,1045.39,0.018,50.16,0
30.88,45.18,317.51,547.09,0,2,1,1,3.75,0.0475,253.93,842.56,0.1366,38.03,0
19.48,30.01,283.65,646.98,1,1,1,1,3.75,0.0475,261.48,466.66,0.1366,24.75,0
80.36,67.97,71.68,424.05,1,0,1,1,3.75,0.0475,225.84,1513.36,0.1366,74.16,0
53.85,48.7,318.61,999.6,2,0,0,1,1.0,0.012,243.46,1094.92,0.018,51.28,0
11.28,33.19,252.47,723.62,1,2,1,1,3.75,0.0475,281.01,354.51,0.1366,22.23,0
34.66,59.88,343.14,846.77,1,2,2,1,1.0,0.0116,255.29,994.53,0.0174,47.27,0
64.0,36.25,362.74,874.11,0,1,1,1,3.75,0.0475,240.21,1000.11,0.1366,50.12,0
54.44,44.89,334.72,733.47,2,1,1,1,3.75,0.0475,259.99,1055.11,0.1366,49.66,0
36.75,36.99,384.44,143.33,1,0,2,1,1.0,0.0116,272.63,822.93,0.0174,36.87,0
47.39,12.16,200.92,259.37,2,2,1,1,3.75,0.0475,285.53,628.75,0.1366,29.77,0
43.48,79.88,203.36,937.68,0,0,2,1,1.0,0.0116,236.14,1288.54,0.0174,61.68,0
91.09,99.65,421.44,860.38,2,2,1,1,3.75,0.0475,209.32,1830.62,0.1366,95.37,2
71.48,93.93,309.05,213.5,0,2,0,1,1.0,0.012,231.92,1676.53,0.018,82.71,2
48.47,68.07,385.35,309.0,0,2,0,1,1.0,0.012,226.3,1133.76,0.018,58.27,0
33.55,32.23,457.81,324.59,2,1,1,1,3.75,0.0475,276.25,617.64,0.1366,32.89,0
67.74,33.38,448.74,906.12,0,0,1,1,3.75,0.0475,239.42,973.58,0.1366,50.56,0
83.51,26.35,216.92,911.75,2,0,1,1,3.75,0.0475,239.09,1169.72,0.1366,54.93,0
73.6,64.9,190.81,343.99,1,0,1,1,3.75,0.0475,240.93,1398.57,0.1366,69.25,0
13.58,63.79,441.36,901.75,1,0,1,1,3.75,0.0475,243.5,662.18,0.1366,38.69,0
81.6,22.72,108.64,679.09,1,2,0,1,1.0,0.012,242.96,1096.92,0.018,52.16,0
59.74,20.33,106.76,576.58,1,0,0,1,1.0,0.012,269.53,916.93,0.018,40.03,0
16.71,98.82,397.51,278.84,2,1,1,1,3.75,0.0475,252.54,1201.86,0.1366,57.77,2
48.96,58.2,264.64,450.29,2,2,1,1,3.75,0.0475,257.39,993.32,0.1366,53.58,0
30.66,20.58,124.38,101.79,1,0,0,1,1.0,0.012,284.14,558.32,0.018,25.62,0
45.24,47.14,363.03,102.9,0,2,0,1,1.0,0.012,238.55,986.93,0.018,46.19,0
50.53,77.41,210.64,671.27,1,2,1,1,3.75,0.0475,241.89,1242.56,0.1366,63.97,0
86.24,12.12,454.35,804.88,2,1,1,1,3.75,0.0475,248.59,1058.09,0.1366,49.18,2
46.87,38.01,354.7,645.2,1,1,0,1,1.0,0.012,245.22,819.18,0.018,42.44,0
25.07,23.25,487.88,783.36,2,2,1,1,3.75,0.0475,275.22,507.17,0.1366,24.16,1
37.25,57.92,303.99,640.52,0,2,2,1,1.0,0.0116,248.44,896.59,0.0174,47.59,0
85.93,27.54,422.09,606.39,2,0,1,1,3.75,0.0475,251.16,1183.18,0.1366,56.73,2
56.27,37.76,307.87,392.69,2,1,1,1,3.75,0.0475,252.04,961.28,0.1366,47.02,0
15.18,59.46,248.69,898.93,1,2,1,1,3.75,0.0475,254.43,730.33,0.1366,37.32,0
52.79,86.42,222.53,251.45,1,0,0,1,1.0,0.012,232.18,1453.56,0.018,69.61,2
84.07,31.15,343.53,464.68,1,0,0,1,1.0,0.012,233.43,1163.17,0.018,57.61,0
84.48,78.81,308.09,960.44,0,1,0,1,1.0,0.012,216.38,1625.34,0.018,81.65,0
24.89,73.59,290.91,671.79,2,1,0,1,1.0,0.012,244.95,954.23,0.018,49.24,0
47.33,34.61,75.37,878.25,2,1,0,1,1.0,0.012,259.08,821.75,0.018,40.97,0
41.98,80.54,299.4,104.71,2,0,0,1,1.0,0.012,230.89,1257.61,0.018,61.26,0
81.66,34.48,361.56,337.66,2,1,0,1,1.0,0.012,243.65,1189.06,0.018,58.07,0
69.28,54.84,299.91,747.28,1,2,0,1,1.0,0.012,238.32,1247.2,0.018,62.06,0
26.12,45.3,476.5,227.08,2,2,2,1,1.0,0.0116,260.29,727.66,0.0174,35.71,0
56.89,66.12,90.11,779.74,1,1,1,1,3.75,0.0475,239.83,1222.48,0.1366,61.51,0
34.67,17.15,88.55,904.77,1,0,0,1,1.0,0.012,268.27,467.46,0.018,25.91,0
11.09,31.71,489.14,821.38,1,1,1,1,3.75,0.0475,278.45,456.96,0.1366,21.4,0
17.82,58.34,314.08,770.9,0,2,2,1,1.0,0.0116,251.55,752.08,0.0174,38.08,0
32.27,68.07,342.94,842.07,0,0,2,1,1.0,0.0116,242.49,996.32,0.0174,50.17,0
60.61,96.19,128.89,721.0,2,0,0,1,1.0,0.012,223.29,1497.31,0.018,78.4,2
26.12,90.2,257.16,738.7,2,0,0,1,1.0,0.012,244.62,1137.74,0.018,58.16,2
22.43,87.32,275.03,707.4,0,2,2,1,1.0,0.0116,252.95,1057.96,0.0174,54.88,2
19.16,23.76,160.68,244.61,0,2,0,1,1.0,0.012,272.62,386.0,0.018,21.46,1
79.94,60.26,240.9,915.72,0,0,1,1,3.75,0.0475,229.71,1351.87,0.1366,70.1,0
24.53,52.46,299.06,613.26,0,2,1,1,3.75,0.0475,268.29,729.28,0.1366,38.5,0
24.73,81.53,362.16,298.69,1,0,0,1,1.0,0.012,249.31,1034.4,0.018,53.13,0
78.16,90.82,87.86,453.79,1,2,0,1,1.0,0.012,226.0,1772.57,0.018,84.49,2
23.63,52.97,320.81,623.56,2,1,0,1,1.0,0.012,244.87,714.8,0.018,38.3,0
79.25,26.83,195.66,482.89,2,2,2,1,1.0,0.0116,230.68,1063.2,0.0174,53.04,0
29.76,96.39,327.34,601.19,1,1,1,1,3.75,0.0475,221.07,1167.5,0.1366,63.08,2
18.42,11.5,443.09,312.83,1,0,0,1,1.0,0.012,291.9,257.26,0.018,14.96,1
49.64,37.21,166.7,275.16,2,2,0,1,1.0,0.012,254.89,844.9,0.018,43.42,0
99.39,14.04,392.45,434.55,2,1,1,1,3.75,0.0475,257.48,1104.28,0.1366,56.72,2
93.59,54.71,429.33,501.3,0,0,0,1,1.0,0.012,236.07,1528.95,0.018,74.15,2
61.92,54.33,137.86,750.21,2,1,2,1,1.0,0.0116,231.17,1186.62,0.0174,58.12,0
53.73,33.11,178.19,376.56,1,1,2,1,1.0,0.0116,258.38,938.0,0.0174,43.42,0
38.24,31.74,146.71,482.37,0,1,0,1,1.0,0.012,265.17,744.91,0.018,34.99,0
70.81,45.63,390.31,508.77,0,2,1,1,3.75,0.0475,248.57,1157.55,0.1366,58.22,0
26.37,41.11,453.55,526.57,2,2,2,1,1.0,0.0116,256.4,700.0,0.0174,33.74,0
51.06,43.21,104.46,477.05,0,1,2,1,1.0,0.0116,251.55,946.54,0.0174,47.14,0
47.78,67.47,228.92,346.79,0,2,1,1,3.75,0.0475,241.92,1164.67,0.1366,57.62,0
34.94,94.68,105.96,887.62,2,2,2,1,1.0,0.0116,239.55,1169.59,0.0174,64.81,2
63.13,55.75,183.9,608.52,0,0,0,1,1.0,0.012,248.09,1207.86,0.018,59.44,0
49.01,99.75,301.58,389.05,1,0,2,1,1.0,0.0116,219.27,1428.12,0.0174,74.38,2
59.87,25.7,220.42,858.83,0,1,0,1,1.0,0.012,270.73,920.34,0.018,42.78,0
27.83,60.88,258.77,974.8,2,2,0,1,1.0,0.012,239.49,945.34,0.018,44.36,0
76.77,86.36,240.18,372.64,0,1,1,1,3.75,0.0475,230.38,1582.24,0.1366,81.56,2
86.5,27.66,106.5,967.13,1,2,2,1,1.0,0.0116,242.38,1092.48,0.0174,57.08,2
25.14,89.14,300.67,308.24,2,0,2,1,1.0,0.0116,260.41,1143.72,0.0174,57.14,2
48.62,34.83,395.86,303.65,0,2,1,1,3.75,0.0475,247.77,872.37,0.1366,41.72,0
95.21,19.53,119.67,950.26,0,2,1,1,3.75,0.0475,248.14,1164.43,0.1366,57.37,2
38.29,55.77,458.4,324.36,0,2,2,1,1.0,0.0116,267.75,914.69,0.0174,47.03,0
38.45,55.65,68.71,233.51,0,1,0,1,1.0,0.012,262.11,958.32,0.018,47.05,0
98.33,18.76,186.38,674.4,1,1,0,1,1.0,0.012,247.33,1160.62,0.018,58.55,2
37.09,73.74,80.31,623.95,1,0,2,1,1.0,0.0116,256.54,1032.14,0.0174,55.41,0
70.54,81.7,162.71,662.39,2,1,0,1,1.0,0.012,236.0,1535.46,0.018,76.12,0
77.27,52.64,76.03,962.01,0,0,2,1,1.0,0.0116,235.25,1310.64,0.0174,64.95,0
80.38,73.79,66.27,372.82,1,0,0,1,1.0,0.012,215.06,1475.14,0.018,77.09,0
15.23,87.96,320.5,737.27,1,2,2,1,1.0,0.0116,243.71,1059.03,0.0174,51.59,2
63.67,34.68,61.97,761.71,0,0,1,1,3.75,0.0475,262.71,1075.97,0.1366,49.17,0
39.21,34.26,135.92,725.18,2,1,2,1,1.0,0.0116,267.9,666.34,0.0174,36.73,0
72.18,44.81,471.53,223.77,1,2,2,1,1.0,0.0116,233.67,1153.8,0.0174,58.5,0
97.58,30.35,186.89,373.55,2,0,0,1,1.0,0.012,242.83,1221.86,0.018,63.97,2
54.36,46.39,288.92,635.62,0,2,0,1,1.0,0.012,249.43,994.36,0.018,50.38,0
43.71,25.02,243.74,228.33,2,1,2,1,1.0,0.0116,262.55,726.28,0.0174,34.37,0
23.64,88.83,292.59,354.23,2,2,1,1,3.75,0.0475,238.72,1120.62,0.1366,56.23,2
31.43,91.76,260.63,519.67,2,0,2,1,1.0,0.0116,232.34,1254.78,0.0174,61.59,2
85.53,24.46,61.24,504.13,1,0,1,1,3.75,0.0475,239.31,1116.38,0.1366,55.0,2
30.59,16.93,180.39,245.1,2,2,0,1,1.0,0.012,285.39,491.64,0.018,23.76,0
85.96,33.62,239.77,135.93,0,2,0,1,1.0,0.012,261.91,1124.62,0.018,59.79,2
13.91,66.98,478.13,641.45,2,2,0,1,1.0,0.012,260.04,810.93,0.018,40.45,0
80.26,62.54,478.5,138.18,2,2,1,1,3.75,0.0475,235.1,1352.85,0.1366,71.4,0
63.36,62.21,91.17,889.71,2,2,2,1,1.0,0.0116,231.09,1236.31,0.0174,62.78,0
77.86,82.44,58.1,966.53,0,0,1,1,3.75,0.0475,210.5,1657.3,0.1366,80.15,0
50.01,76.81,152.75,152.61,0,0,1,1,3.75,0.0475,234.16,1173.7,0.1366,63.41,0
31.39,75.54,215.5,669.08,1,1,1,1,3.75,0.0475,252.4,1178.82,0.1366,53.47,0
53.49,98.82,389.56,323.74,2,2,0,1,1.0,0.012,226.1,1523.98,0.018,76.16,2
31.91,85.8,144.19,165.27,2,2,0,1,1.0,0.012,233.43,1257.58,0.018,58.85,2
34.78,24.06,336.17,639.37,1,1,2,1,1.0,0.0116,276.21,544.41,0.0174,29.42,0
97.6,51.85,431.32,156.15,0,0,0,1,1.0,0.012,220.11,1484.68,0.018,74.72,2
14.25,96.53,355.62,668.24,1,1,1,1,3.75,0.0475,235.45,1065.95,0.1366,55.39,2
30.4,41.95,81.24,567.15,1,1,1,1,3.75,0.0475,266.16,645.71,0.1366,36.17,0
88.94,31.89,297.76,273.24,2,1,1,1,3.75,0.0475,245.1,1242.31,0.1366,60.41,2
60.37,10.88,196.91,565.94,1,1,0,1,1.0,0.012,261.9,678.4,0.018,35.62,0
32.76,16.06,170.6,920.99,1,2,0,1,1.0,0.012,289.52,530.17,0.018,24.41,0
52.0,14.74,66.9,745.46,1,1,1,1,3.75,0.0475,273.74,823.05,0.1366,33.37,0
93.95,87.95,70.35,123.73,1,2,2,1,1.0,0.0116,220.84,1795.54,0.0174,90.95,2
37.56,66.15,287.17,483.48,0,1,0,1,1.0,0.012,234.48,1025.86,0.018,51.86,0
84.14,95.96,419.54,101.41,1,1,0,1,1.0,0.012,205.12,1808.34,0.018,90.05,2
55.42,10.66,361.27,695.21,1,0,2,1,1.0,0.0116,265.85,641.39,0.0174,33.04,0
93.54,93.62,203.86,574.91,2,0,2,1,1.0,0.0116,212.68,1915.86,0.0174,93.58,2
70.98,11.49,280.44,303.85,2,2,1,1,3.75,0.0475,248.14,848.38,0.1366,41.23,0
70.23,53.54,238.28,422.03,0,2,2,1,1.0,0.0116,253.09,1330.59,0.0174,61.89,0
89.99,96.01,437.96,828.56,0,1,0,1,1.0,0.012,213.59,1960.51,0.018,93.0,2
59.2,44.24,489.56,199.65,0,0,1,1,3.75,0.0475,242.93,1029.87,0.1366,51.72,0
95.24,89.64,382.58,349.72,1,0,2,1,1.0,0.0116,216.32,1922.43,0.0174,92.44,2
97.0,49.91,194.45,573.48,2,1,2,1,1.0,0.0116,215.33,1515.57,0.0174,73.45,2
91.6,27.21,326.94,465.14,0,1,1,1,3.75,0.0475,239.44,1170.8,0.1366,59.41,2
95.03,52.07,326.04,250.33,1,1,1,1,3.75,0.0475,228.11,1495.62,0.1366,73.55,2
30.21,50.72,113.39,258.75,0,2,1,1,3.75,0.0475,232.57,806.59,0.1366,40.47,0
23.52,76.37,280.5,712.21,1,0,1,1,3.75,0.0475,246.4,1008.13,0.1366,49.95,0
38.72,84.6,66.65,636.64,0,1,1,1,3.75,0.0475,234.0,1217.74,0.1366,61.66,0
54.75,65.61,441.01,613.55,1,0,0,1,1.0,0.012,250.88,1262.95,0.018,60.18,0
43.24,93.96,422.38,727.49,0,1,1,1,3.75,0.0475,228.19,1461.76,0.1366,68.6,2
30.88,11.29,393.96,661.37,1,0,1,1,3.75,0.0475,282.78,476.25,0.1366,21.09,0
68.6,65.88,208.57,857.3,0,2,1,1,3.75,0.0475,236.8,1343.59,0.1366,67.24,0
27.45,87.29,354.62,854.12,1,1,1,1,3.75,0.0475,246.83,1177.74,0.1366,57.37,2
40.79,83.91,99.78,861.81,0,1,2,1,1.0,0.0116,234.95,1198.06,0.0174,62.35,0
22.6,34.91,487.19,398.21,2,1,2,1,1.0,0.0116,257.18,570.94,0.0174,28.75,0
40.9,85.11,470.97,267.16,0,2,1,1,3.75,0.0475,243.4,1250.57,0.1366,63.0,2
38.7,62.4,217.03,640.97,1,2,0,1,1.0,0.012,259.78,1067.34,0.018,50.55,0
12.27,41.93,401.1,607.5,0,2,2,1,1.0,0.0116,281.69,488.13,0.0174,27.1,0
78.88,32.77,439.5,192.56,2,2,0,1,1.0,0.012,253.18,1139.06,0.018,55.83,0
26.36,26.51,186.91,572.28,0,1,0,1,1.0,0.012,256.32,500.59,0.018,26.44,1
58.73,23.87,299.17,587.53,2,2,1,1,3.75,0.0475,265.08,851.04,0.1366,41.3,0
72.21,25.08,189.64,553.01,2,1,0,1,1.0,0.012,257.9,1013.44,0.018,48.64,0
11.73,33.38,392.13,223.4,2,0,2,1,1.0,0.0116,262.66,460.27,0.0174,22.55,0
59.11,28.37,181.36,773.75,2,2,2,1,1.0,0.0116,241.27,870.21,0.0174,43.74,0
76.34,13.3,263.65,402.69,2,1,0,1,1.0,0.012,271.61,914.43,0.018,44.82,0
31.91,93.43,77.12,940.99,2,2,1,1,3.75,0.0475,229.79,1239.37,0.1366,62.67,2
90.47,30.7,145.9,128.02,0,0,1,1,3.75,0.0475,226.9,1283.89,0.1366,60.59,2
35.43,35.11,232.24,998.91,0,2,1,1,3.75,0.0475,265.84,674.08,0.1366,35.27,0
64.7,56.14,153.8,258.88,0,0,2,1,1.0,0.0116,233.35,1180.63,0.0174,60.42,0
78.24,12.21,59.96,391.25,2,1,0,1,1.0,0.012,270.43,901.21,0.018,45.22,0
27.34,21.62,184.04,802.04,0,0,1,1,3.75,0.0475,260.09,481.57,0.1366,24.48,1
16.93,70.37,419.57,320.19,1,0,1,1,3.75,0.0475,268.08,859.37,0.1366,43.65,0
59.56,23.78,377.65,640.23,0,1,0,1,1.0,0.012,267.21,871.44,0.018,41.67,0
92.34,42.62,311.26,669.04,0,0,0,1,1.0,0.012,229.83,1294.27,0.018,67.48,2
88.41,78.95,404.8,698.49,0,1,0,1,1.0,0.012,220.42,1661.54,0.018,83.68,2
39.36,52.17,116.58,986.19,1,1,2,1,1.0,0.0116,250.35,900.02,0.0174,45.77,0
82.33,26.79,451.65,585.41,2,1,0,1,1.0,0.012,238.42,1074.82,0.018,54.56,0
58.21,45.48,431.69,543.68,0,2,2,1,1.0,0.0116,237.2,878.06,0.0174,51.84,0
74.26,93.22,282.71,205.36,0,0,1,1,3.75,0.0475,205.52,1678.85,0.1366,83.74,2
13.6,42.61,421.88,731.35,0,2,0,1,1.0,0.012,265.21,559.05,0.018,28.11,0
69.6,74.38,170.66,384.1,1,2,0,1,1.0,0.012,231.51,1397.58,0.018,71.99,0
32.76,61.99,211.64,841.2,2,1,2,1,1.0,0.0116,251.69,1013.79,0.0174,47.38,0
28.96,96.17,53.99,998.04,0,2,1,1,3.75,0.0475,246.97,1276.95,0.1366,62.56,2
50.48,79.9,79.41,538.81,1,1,1,1,3.75,0.0475,210.57,1348.0,0.1366,65.19,0
47.54,89.0,141.8,843.82,0,1,0,1,1.0,0.012,225.23,1369.61,0.018,68.27,2
16.86,34.72,413.13,513.7,2,2,0,1,1.0,0.012,252.09,592.47,0.018,25.79,0
76.28,14.65,72.18,447.66,2,0,1,1,3.75,0.0475,240.95,855.31,0.1366,45.47,0
86.04,42.37,359.26,381.55,2,1,1,1,3.75,0.0475,237.34,1267.27,0.1366,64.2,2
93.45,31.12,229.69,237.17,2,1,0,1,1.0,0.012,249.85,1252.79,0.018,62.29,2
82.4,79.55,296.79,159.82,0,0,2,1,1.0,0.0116,223.6,1692.29,0.0174,80.97,0
28.89,90.82,142.31,271.62,0,1,1,1,3.75,0.0475,239.82,1169.93,0.1366,59.85,2
31.45,81.46,268.92,400.64,2,0,2,1,1.0,0.0116,240.89,1109.11,0.0174,56.45,0
68.34,25.51,442.58,651.8,0,2,1,1,3.75,0.0475,245.17,940.2,0.1366,46.93,0
49.32,75.66,394.48,243.02,1,0,1,1,3.75,0.0475,227.53,1264.89,0.1366,62.49,0
82.91,48.67,387.44,921.74,0,1,1,1,3.75,0.0475,221.51,1330.15,0.1366,65.79,0
44.93,70.67,166.96,410.67,2,0,0,1,1.0,0.012,239.86,1179.32,0.018,57.8,0
44.26,89.02,440.63,825.33,0,1,1,1,3.75,0.0475,226.68,1382.4,0.1366,66.64,2
85.25,83.92,429.5,536.59,1,2,2,1,1.0,0.0116,226.38,1660.42,0.0174,84.59,2
27.79,38.69,317.07,289.11,1,0,1,1,3.75,0.0475,259.95,713.19,0.1366,33.24,0
50.1,97.03,307.04,877.09,2,2,0,1,1.0,0.012,228.53,1416.72,0.018,73.56,2
79.61,21.78,486.42,508.41,1,0,2,1,1.0,0.0116,250.07,949.75,0.0174,50.7,0
48.54,74.58,361.6,992.13,2,2,0,1,1.0,0.012,244.13,1312.62,0.018,61.56,0
38.8,55.54,123.13,963.77,2,2,1,1,3.75,0.0475,267.25,917.78,0.1366,47.17,0
